INFO:root:Logging Session Started at 2022-05-08 15-34-59
INFO:root:Looking for 2022-04-21 17-33-00.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\12\
INFO:root:Looking for 2022-04-22 12-29-46.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\12\
INFO:root:Looking for 2022-04-26 13-07-54.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\12\
INFO:root:Looking for 2022-04-25 13-50-04.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\12\
INFO:root:Looking for 2022-04-21 17-33-38.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\12\
INFO:root:Looking for 2022-04-26 13-57-40.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\74\
INFO:root:Looking for 2022-04-27 12-55-43.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\146\
INFO:root:Looking for 2022-04-25 17-10-16.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\58\
INFO:root:Looking for 2022-04-26 13-56-46.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\71\
INFO:root:Looking for 2022-04-25 13-31-37.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\4\
INFO:root:Looking for 2022-04-19 15-46-58.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\4\
INFO:root:Looking for 2022-04-23 11-57-25.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\4\
INFO:root:Looking for 2022-04-26 13-00-49.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\4\
INFO:root:Looking for 2022-04-19 15-17-41.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\4\
INFO:root:Looking for 2022-04-25 13-12-44.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\4\
INFO:root:Looking for 2022-04-25 13-30-42.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\4\
INFO:root:Looking for 2022-04-22 12-15-10.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\4\
INFO:root:Looking for 2022-04-21 17-27-06.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\4\
INFO:root:Looking for 2022-04-27 12-52-10.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\144\
INFO:root:Looking for 2022-04-26 14-02-35.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\85\
INFO:root:Looking for 2022-04-26 14-15-22.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\111\
INFO:root:Looking for 2022-04-25 16-43-41.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\34\
INFO:root:Looking for 2022-04-25 17-13-29.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\34\
INFO:root:Looking for 2022-04-26 13-25-17.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\34\
INFO:root:Looking for 2022-04-27 12-54-13.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\145\
INFO:root:Looking for 2022-04-25 15-44-23.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\23\
INFO:root:Looking for 2022-04-26 13-14-48.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\23\
INFO:root:Looking for 2022-04-25 14-28-57.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\23\
INFO:root:Looking for 2022-04-23 12-42-13.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\23\
INFO:root:Looking for 2022-04-26 13-14-33.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\23\
INFO:root:Looking for 2022-04-25 14-22-12.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\21\
INFO:root:Looking for 2022-04-23 12-36-47.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\21\
INFO:root:Looking for 2022-04-25 15-31-46.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\21\
INFO:root:Looking for 2022-04-21 18-04-10.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\21\
INFO:root:Looking for 2022-04-23 12-37-08.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\21\
INFO:root:Looking for 2022-04-26 13-13-24.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\21\
INFO:root:Looking for 2022-04-25 15-34-02.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\21\
INFO:root:Looking for 2022-04-21 18-04-01.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\21\
INFO:root:Looking for 2022-04-26 13-13-34.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\21\
INFO:root:Looking for 2022-04-25 15-30-57.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\21\
INFO:root:Looking for 2022-04-27 13-08-53.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\159\
INFO:root:Looking for 2022-04-27 13-08-32.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\159\
INFO:root:Looking for 2022-04-26 14-06-30.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\93\
INFO:root:Looking for 2022-04-26 14-05-48.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\92\
INFO:root:Looking for 2022-04-27 13-01-01.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\154\
INFO:root:Looking for 2022-04-27 13-01-14.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\154\
INFO:root:Looking for 2022-04-27 13-13-24.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\164\
INFO:root:Looking for 2022-04-27 13-13-44.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\164\
INFO:root:Looking for 2022-04-27 13-54-36.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\164\
INFO:root:Looking for 2022-04-27 13-53-35.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\164\
INFO:root:Looking for 2022-04-27 13-54-18.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\164\
INFO:root:Looking for 2022-04-27 13-52-41.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\164\
INFO:root:Looking for 2022-04-25 14-53-27.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\26\
INFO:root:Looking for 2022-04-25 15-52-31.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\26\
INFO:root:Looking for 2022-04-26 13-16-14.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\26\
INFO:root:Looking for 2022-04-23 12-58-56.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\26\
INFO:root:Looking for 2022-04-25 16-36-18.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\32\
INFO:root:Looking for 2022-04-26 13-23-26.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\32\
INFO:root:Looking for 2022-04-25 15-08-49.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\32\
INFO:root:Looking for 2022-04-14 14-33-24.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\0\
INFO:root:Looking for 2022-04-14 14-33-48.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\0\
INFO:root:Looking for 2022-04-26 12-57-16.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\0\
INFO:root:Looking for 2022-04-14 14-34-06.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\0\
INFO:root:Looking for 2022-04-25 16-57-14.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\44\
INFO:root:Looking for 2022-04-26 13-34-01.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\44\
INFO:root:Looking for 2022-04-25 17-28-45.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\44\
INFO:root:Looking for 2022-04-26 13-34-15.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\44\
INFO:root:Looking for 2022-04-26 14-14-26.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\107\
INFO:root:Looking for 2022-04-25 15-01-05.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\29\
INFO:root:Looking for 2022-04-23 13-08-49.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\29\
INFO:root:Looking for 2022-04-25 16-24-54.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\29\
INFO:root:Looking for 2022-04-26 13-21-39.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\29\
INFO:root:Looking for 2022-04-26 13-10-11.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\17\
INFO:root:Looking for 2022-04-23 12-19-00.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\17\
INFO:root:Looking for 2022-04-25 15-20-20.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\17\
INFO:root:Looking for 2022-04-22 12-40-46.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\17\
INFO:root:Looking for 2022-04-25 14-12-22.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\17\
INFO:root:Looking for 2022-04-21 17-40-12.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\17\
INFO:root:Looking for 2022-04-25 15-20-06.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\17\
INFO:root:Looking for 2022-04-26 13-09-44.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\17\
INFO:root:Looking for 2022-04-26 13-53-47.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\63\
INFO:root:Looking for 2022-04-27 13-00-43.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\153\
INFO:root:Looking for 2022-04-19 15-18-11.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\6\
INFO:root:Looking for 2022-04-26 13-04-42.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\6\
INFO:root:Looking for 2022-04-25 13-16-04.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\6\
INFO:root:Looking for 2022-04-19 15-49-43.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\6\
INFO:root:Looking for 2022-04-23 11-58-22.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\6\
INFO:root:Looking for 2022-04-21 17-27-53.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\6\
INFO:root:Looking for 2022-04-25 13-32-15.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\6\
INFO:root:Looking for 2022-04-22 12-17-01.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\6\
INFO:root:Looking for 2022-04-23 11-58-02.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\6\
INFO:root:Looking for 2022-04-26 13-04-09.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\6\
INFO:root:Looking for 2022-04-26 14-24-21.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\122\
INFO:root:Looking for 2022-04-26 14-24-32.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\122\
INFO:root:Looking for 2022-04-26 13-29-42.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\41\
INFO:root:Looking for 2022-04-25 17-26-47.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\41\
INFO:root:Looking for 2022-04-26 13-28-28.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\41\
INFO:root:Looking for 2022-04-25 16-50-46.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\41\
INFO:root:Looking for 2022-04-26 14-06-48.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\94\
INFO:root:Looking for 2022-04-26 14-08-36.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\99\
INFO:root:Looking for 2022-04-26 13-48-33.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\54\
INFO:root:Looking for 2022-04-26 13-48-55.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\54\
INFO:root:Looking for 2022-04-25 17-07-37.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\54\
INFO:root:Looking for 2022-04-19 15-51-19.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\8\
INFO:root:Looking for 2022-04-21 17-28-47.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\8\
INFO:root:Looking for 2022-04-23 12-00-17.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\8\
INFO:root:Looking for 2022-04-25 13-35-33.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\8\
INFO:root:Looking for 2022-04-22 12-21-10.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\8\
INFO:root:Looking for 2022-04-19 15-18-51.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\8\
INFO:root:Looking for 2022-04-26 13-05-28.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\8\
INFO:root:Looking for 2022-04-25 13-21-00.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\8\
INFO:root:Looking for 2022-04-27 12-35-58.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\127\
INFO:root:Looking for 2022-04-27 12-35-34.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\127\
INFO:root:Looking for 2022-04-27 12-41-09.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\133\
INFO:root:Looking for 2022-04-26 14-29-51.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\126\
INFO:root:Looking for 2022-04-19 15-50-08.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\7\
INFO:root:Looking for 2022-04-25 13-34-58.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\7\
INFO:root:Looking for 2022-04-23 11-58-46.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\7\
INFO:root:Looking for 2022-04-19 15-18-24.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\7\
INFO:root:Looking for 2022-04-21 17-28-15.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\7\
INFO:root:Looking for 2022-04-22 12-18-01.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\7\
INFO:root:Looking for 2022-04-25 13-20-06.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\7\
INFO:root:Looking for 2022-04-26 13-05-00.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\7\
INFO:root:Looking for 2022-04-26 13-54-50.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\66\
INFO:root:Looking for 2022-04-25 17-03-32.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\51\
INFO:root:Looking for 2022-04-26 13-46-34.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\51\
INFO:root:Looking for 2022-04-26 13-53-29.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\62\
INFO:root:Looking for 2022-04-25 15-13-43.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\16\
INFO:root:Looking for 2022-04-25 14-10-42.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\16\
INFO:root:Looking for 2022-04-25 15-15-24.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\16\
INFO:root:Looking for 2022-04-25 15-17-46.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\16\
INFO:root:Looking for 2022-04-25 15-15-54.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\16\
INFO:root:Looking for 2022-04-26 13-09-02.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\16\
INFO:root:Looking for 2022-04-25 15-16-28.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\16\
INFO:root:Looking for 2022-04-26 13-09-21.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\16\
INFO:root:Looking for 2022-04-25 15-16-47.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\16\
INFO:root:Looking for 2022-04-22 12-33-58.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\16\
INFO:root:Looking for 2022-04-21 17-37-46.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\16\
INFO:root:Looking for 2022-04-21 17-37-57.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\16\
INFO:root:Looking for 2022-04-25 17-22-32.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\40\
INFO:root:Looking for 2022-04-25 16-49-16.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\40\
INFO:root:Looking for 2022-04-26 13-28-09.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\40\
INFO:root:Looking for 2022-04-27 13-51-13.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\163\
INFO:root:Looking for 2022-04-27 13-51-29.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\163\
INFO:root:Looking for 2022-04-27 13-12-53.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\163\
INFO:root:Looking for 2022-04-27 13-12-42.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\163\
INFO:root:Looking for 2022-04-22 12-43-38.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\20\
INFO:root:Looking for 2022-04-23 12-21-29.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\20\
INFO:root:Looking for 2022-04-25 14-21-36.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\20\
INFO:root:Looking for 2022-04-21 17-58-05.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\20\
INFO:root:Looking for 2022-04-26 13-13-10.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\20\
INFO:root:Looking for 2022-04-25 15-26-53.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\20\
INFO:root:Looking for 2022-04-21 17-57-57.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\20\
INFO:root:Looking for 2022-04-26 13-12-58.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\20\
INFO:root:Looking for 2022-04-25 15-27-40.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\20\
INFO:root:Looking for 2022-04-25 15-26-38.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\20\
INFO:root:Looking for 2022-04-27 13-10-07.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\161\
INFO:root:Looking for 2022-04-27 12-46-27.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\138\
INFO:root:Looking for 2022-04-27 12-46-16.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\138\
INFO:root:Looking for 2022-04-27 12-56-42.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\147\
INFO:root:Looking for 2022-04-27 12-56-56.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\147\
INFO:root:Looking for 2022-04-27 13-08-03.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\158\
INFO:root:Looking for 2022-04-26 14-02-05.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\83\
INFO:root:Looking for 2022-04-27 13-17-58.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\167\
INFO:root:Looking for 2022-04-27 12-57-16.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\148\
INFO:root:Looking for 2022-04-25 16-58-41.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\46\
INFO:root:Looking for 2022-04-26 13-38-17.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\46\
INFO:root:Looking for 2022-04-26 13-37-57.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\46\
INFO:root:Looking for 2022-04-27 12-39-19.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\129\
INFO:root:Looking for 2022-04-27 12-39-02.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\129\
INFO:root:Looking for 2022-04-26 14-27-27.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\125\
INFO:root:Looking for 2022-04-26 14-27-06.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\125\
INFO:root:Looking for 2022-04-26 13-26-55.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\37\
INFO:root:Looking for 2022-04-25 16-46-58.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\37\
INFO:root:Looking for 2022-04-25 17-16-24.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\37\
INFO:root:Looking for 2022-04-25 17-16-13.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\37\
INFO:root:Looking for 2022-04-26 13-56-32.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\70\
INFO:root:Looking for 2022-04-19 15-19-50.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\10\
INFO:root:Looking for 2022-04-23 12-02-13.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\10\
INFO:root:Looking for 2022-04-26 13-06-51.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\10\
INFO:root:Looking for 2022-04-19 15-54-27.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\10\
INFO:root:Looking for 2022-04-22 12-24-03.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\10\
INFO:root:Looking for 2022-04-25 14-03-03.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\10\
INFO:root:Looking for 2022-04-25 13-45-34.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\10\
INFO:root:Looking for 2022-04-25 13-27-31.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\10\
INFO:root:Looking for 2022-04-25 13-45-01.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\10\
INFO:root:Looking for 2022-04-21 17-31-00.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\10\
INFO:root:Looking for 2022-04-27 12-58-35.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\150\
INFO:root:Looking for 2022-04-21 17-23-55.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\1\
INFO:root:Looking for 2022-04-23 11-55-58.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\1\
INFO:root:Looking for 2022-04-19 15-16-59.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\1\
INFO:root:Looking for 2022-04-25 13-29-56.mp4 in C:\Users\togru\ml-playground\SLR\Data\Video\Cam1\1\
